specie,Record Number,Process,QDB Process,Theory or Experiment,data type,Projectile Element,Projectile Charge State,Target Molecule,Target Charge State,Initial Excited State B,Products,Original X Unit,Original Y Unit,Reference Number,Author(s),Title of Record,Journal Name,Volume and Issue No,Page Numbers,Date of Publication,Process Title
H2,10493, rotational excitation,HEX, V, CS, H2,0, H2,0, J=0, H2(J=0);H2(J=2), eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H2 (J=0) + H2 (J=0) --> H2(J=0)+H2(J=2)
H2,10494, rotational excitation,HEX, V, CS, H2,0, H2,0, J=0, H2(J=2);H2(J=2), eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H2 (J=0) + H2 (J=0) --> H2(J=2)+H2(J=2)
H2,10495, rotational excitation,HEX, V, CS, H2,0, H2,0, J=0, H2(J=0);H2(J=4), eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H2 (J=0) + H2 (J=0) --> H2(J=0)+H2(J=4)
H2,10496, vibrational excitation,HEX, V, CS, H2,0, H2,0, v=0, H2(v=1), eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H2 + H2 (v=0) --> H2(v=1)
H2,10497, dissociative ionization;dissociation,HDI, V, CS, H2,0, H2,0,, H+, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H2 + H2 --> H+
H2,10498, excitaton;emission;dissociation,HEX, V, CS, H2,0, H2,0,,, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H2 + H2 --> (H-¦Á emission)
H2,10499, ionization,HIN, V, CS, H2,0, H2,0,, H2+;H+, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H2 + H2 --> (fast H2+ or fast H+)
H2,10500, momentum transfer,, V, CS, H2,0, H2,0,,, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H2 + H2 --> (momentum transfer)
H2,10504, charge transfer,HCX, V, CS, H2,1, H2,0,, H2, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H2+ + H2 --> H2
H2,10505, destruction,, V, CS, H2,1, H2,0,, H3+, eV, cm2, 2000V301, Tabata### T.$Shirai### T., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H+### H2+### H3+### H### H2### AND H- WITH HYDROGEN MOLECULES, Atomic Data and Nuclear Tables,76, 1-25,2000, H2+ + H2 --> H3+
H2,10513, charge transfer,HCX, E, CS, H2,1, H2O,0,, H2, eV, cm2, 1970C369, Dagnac### R.$Blanc### D.$Molina### D., A study on the collision of hydorogen ions H1+### H2+ and H3+ with a water-vapour target, J. Phys. B,3,1239,1970, H2+ + H2O --> H2
H2,10516, charge transfer,HCX, E, CS, H2,0, H2O,0,, H2+, eV, cm2, 1970C369, Dagnac### R.$Blanc### D.$Molina### D., A study on the collision of hydorogen ions H1+### H2+ and H3+ with a water-vapour target, J. Phys. B,3,1239,1970, H2 + H2O --> H2+
H2,10601, charge transfer,HCX, V, CS, H2,1, H,0,, H2;H+, eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, H2+ + H --> H2+H+
H2,10603, charge transfer,HCX, V, CS, H2,1, He,0,, H2;He+, eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, H2+ + He --> H2+He+
H2,10604, charge transfer,HCX, V, CS, H2,1, H2,0,, H2, eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, H2+ (v=0) + H2 --> H2
H2,10605, charge transfer,HCX, V, CS, H2,1, H2,0,, H2, eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, H2+ (v=1) + H2 --> H2
H2,10606, charge transfer,HCX, V, CS, H2,1, H2,0,, H2, eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, H2+ (v=2) + H2 --> H2
H2,10607, charge transfer,HCX, V, CS, H2,1, H2,0,, H2, eV, cm2, 1993V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### He AND Li ATOMS AND IONS WITH ATOMS AND MOLECULES. I, JAERI-M, 93-117,,1993, H2+ (v=3) + H2 --> H2
H2,10651, dissociation,HDS, V, CS, H2,1, H2,0,, H+, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2+ + H2 --> H+(projectile)
H2,10652, dissociation,HDS, V, CS, H2,1, H,0,, H+, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2+ + H --> H+(projectile)
H2,10653, dissociation,HDS, V, CS, H2,1, H2,0,, H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2+ + H2 --> H(projectile)
H2,10654, dissociation,HDS, V, CS, H2,1, H2,0,, (H+;H);H2, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2+ + H2 --> (H++H)+H2
H2,10655, dissociation,HDS, V, CS, H2,1, He,0,, H+, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2+ + He --> H+(total)
H2,10656, dissociation,HDS, V, CS, H2,1, He,0,, (H+;H);He, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2+ + He --> (H++H)+He
H2,10657, dissociation,HDS, V, CS, H2,0, H2,0,, H+, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2 + H2 --> H+(fast###total)
H2,10658, dissociation,HDS, V, CS, H2,0, H2,0,, H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2 + H2 --> H(fast###total)
H2,10659, dissociation,HDS, V, CS, H2,0, H2,0,,, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2 + H2 --> (total dest. of fast H2 proj.)
H2,10660, dissociation,HDS, V, CS, H2,0, H2,0,,, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2 + H2 --> (total destruction of H2+)
H2,10679, reactive,HIR, V, CS, H2,1, He,0,, HeH+;H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2+ + He --> HeH++H
H2,10680, reactive,HIR, V, CS, H2,1, H2,0,, H3+;H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2+ + H2 --> H3++H
H2,10686, reactive,HIR, V, CS, H2,1, D2,0,, HD2+;H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2+ (v=0) + D2 --> HD2++H
H2,10687, reactive,HIR, V, CS, H2,1, D2,0,, HD2+;H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2+ (v=1) + D2 --> HD2++H
H2,10688, reactive,HIR, V, CS, H2,1, D2,0,, HD2+;H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2+ (v=2) + D2 --> HD2++H
H2,10689, reactive,HIR, V, CS, H2,1, D2,0,, HD2+;H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2+ (v=3) + D2 --> HD2++H
H2,10690, reactive,HIR, V, CS, H2,1, D2,0,, HD2+;H, eV, cm2, 1996V301, Ito### R.$Tabata### T.$Shirai### T.$Phaneuf### R.A., ANALYTIC CROSS SECTIONS FOR COLLISIONS OF H### H2### HE AND LI ATOMS AND IONS WITH ATOMS AND MOLECULES IV, JAERI-M, 96-024,,1996, H2+ (v=4) + D2 --> HD2++H
H2,11600, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, H2,1, CO,0,1, CO+(A2¦°)(378.5nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, H2+ (2¦²) + CO (1) --> CO+(A2¦°)(378.5nm)
H2,11601, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, H2,1, CO,0,1, CO+(A2¦°)(400.0nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, H2+ (2¦²) + CO (1) --> CO+(A2¦°)(400.0nm)
H2,11602, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, H2,1, CO,0,1, CO+(A2¦°)(426.0nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, H2+ (2¦²) + CO (1) --> CO+(A2¦°)(426.0nm)
H2,11603, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, H2,1, CO,0,1, CO+(A2¦°)(505.0nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, H2+ (2¦²) + CO (1) --> CO+(A2¦°)(505.0nm)
H2,11608, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, H2,1, CF4,0, X1A1, F+0(685.6nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, H2+ (2¦²) + CF4 (X1A1) --> F+0(685.6nm)
H2,11609, emission cross section; dissociative charge-transfer;dissociative ionization,HDC, E, CS, H2,1, CF4,0, X1A1, F+0(690.2nm), eV, cm2,1.99E+304, Freeman### E.J.$Bryan### E.L.$Monce### M.N., Photon production from collisions of 100-350keV positive ions with CO###CF4### and CH4, Phys. Rev. A,46,246,1992, H2+ (2¦²) + CF4 (X1A1) --> F+0(690.2nm)
H2,11616, breakup of projectile;dissociative capture;target ionization,HDI, E, CS, H2,1, H,0, 1s 2S1/2, H;H+, eV, cm2,2.00E+306, McGrath. C.$Shah### M.B.$McCartney### P.C.E$McConkey### J.W., H2+ (20-100-keV) collisions with H: Dissociative and nondissociative capture and ionization and pure-H-target ionization, Phys. Rev. A,64,62712,2001, H2+ (X 2¦²+) + H (1s 2S1/2) --> H+(p)+H(p)+H(t)
H2,11617, breakup of projectile;dissociative capture;target ionization,HDI, E, CS, H2,1, H,0, 1s 2S1/2, H;H+, eV, cm2,2.00E+306, McGrath. C.$Shah### M.B.$McCartney### P.C.E$McConkey### J.W., H2+ (20-100-keV) collisions with H: Dissociative and nondissociative capture and ionization and pure-H-target ionization, Phys. Rev. A,64,62712,2001, H2+ (X 2¦²+) + H (1s 2S1/2) --> H2+H+(t) / H(p)+H(p)+H+(t)
H2,11618, breakup of projectile;dissociative capture;target ionization,HDI, E, CS, H2,1, H,0, 1s 2S1/2, H;H+, eV, cm2,2.00E+306, McGrath. C.$Shah### M.B.$McCartney### P.C.E$McConkey### J.W., H2+ (20-100-keV) collisions with H: Dissociative and nondissociative capture and ionization and pure-H-target ionization, Phys. Rev. A,64,62712,2001, H2+ (X 2¦²+) + H (1s 2S1/2) --> H2+(p)+H+(t)+e-
H2,11619, breakup of projectile;dissociative capture;target ionization,HDI, E, CS, H2,1, H,0, 1s 2S1/2, H;H+, eV, cm2,2.00E+306, McGrath. C.$Shah### M.B.$McCartney### P.C.E$McConkey### J.W., H2+ (20-100-keV) collisions with H: Dissociative and nondissociative capture and ionization and pure-H-target ionization, Phys. Rev. A,64,62712,2001, H2+ (X 2¦²+) + H (1s 2S1/2) --> H+(p)+H(p)+H+(t)+e-
H2,11620, breakup of projectile;dissociative capture;target ionization,HDI, E, CS, H2,1, H,0, 1s 2S1/2, H;H+, eV, cm2,2.00E+306, McGrath. C.$Shah### M.B.$McCartney### P.C.E$McConkey### J.W., H2+ (20-100-keV) collisions with H: Dissociative and nondissociative capture and ionization and pure-H-target ionization, Phys. Rev. A,64,62712,2001, H2+ (X 2¦²+) + H (1s 2S1/2) --> H+(p)+H+(p)+H+e-
H2,11621, breakup of projectile;dissociative capture;target ionization,HDI, E, CS, H2,1, H,0, 1s 2S1/2, H;H+, eV, cm2,2.00E+306, McGrath. C.$Shah### M.B.$McCartney### P.C.E$McConkey### J.W., H2+ (20-100-keV) collisions with H: Dissociative and nondissociative capture and ionization and pure-H-target ionization, Phys. Rev. A,64,62712,2001, H2+ (X 2¦²+) + H (1s 2S1/2) --> H+(p)+H+(p)+H+(t)+2e-
H2,11791, ionization,HIN, E, CS, H2,1, He,0,, H2;He2+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + He --> H2+He2+
H2,11792, ionization,HIN, E, CS, H2,1, Ne,0,, H2;Ne+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ne --> H2+Ne+
H2,11793, ionization,HIN, E, CS, H2,1, Ne,0,, H2;Ne2+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ne --> H2+Ne2+
H2,11794, ionization,HIN, E, CS, H2,1, Ne,0,, H2;Ne3+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ne --> H2+Ne3+
H2,11795, ionization,HIN, E, CS, H2,1, Ar,0,, H2;Ar+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ar --> H2+Ar+
H2,11796, ionization,HIN, E, CS, H2,1, Ar,0,, H2;Ar2+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ar --> H2+Ar2+
H2,11797, ionization,HIN, E, CS, H2,1, Ar,0,, H2;Ar3+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ar --> H2+Ar3+
H2,11798, ionization,HIN, E, CS, H2,1, Ar,0,, H2;Ar4+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ar --> H2+Ar4+
H2,11799, ionization,HIN, E, CS, H2,1, Kr,0,, H2;Kr+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Kr --> H2+Kr+
H2,11800, ionization,HIN, E, CS, H2,1, Kr,0,, H2;Kr2+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Kr --> H2+Kr2+
H2,11801, ionization,HIN, E, CS, H2,1, Kr,0,, H2;Kr3+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Kr --> H2+Kr3+
H2,11802, ionization,HIN, E, CS, H2,1, Kr,0,, H2;Kr4+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Kr --> H2+Kr4+
H2,11803, ionization,HIN, E, CS, H2,1, Kr,0,, H2;Kr5+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Kr --> H2+Kr5+
H2,11804, ionization,HIN, E, CS, H2,1, Xe,0,, H2;Xe+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Xe --> H2+Xe+
H2,11805, ionization,HIN, E, CS, H2,1, Xe,0,, H2;Xe2+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Xe --> H2+Xe2+
H2,11806, ionization,HIN, E, CS, H2,1, Xe,0,, H2;Xe3+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Xe --> H2+Xe3+
H2,11807, ionization,HIN, E, CS, H2,1, Xe,0,, H2;Xe4+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Xe --> H2+Xe4+
H2,11808, ionization,HIN, E, CS, H2,1, Xe,0,, H2;Xe5+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Xe --> H2+Xe5+
H2,11809, ionization;dissociation,HDI, E, CS, H2,1, He,0,, H0;H+;He+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + He --> H0+H++He+
H2,11810, ionization;dissociation,HDI, E, CS, H2,1, He,0,, H0;H+;He2+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + He --> H0+H++He2+
H2,11811, ionization;dissociation,HDI, E, CS, H2,1, Ne,0,, H0;H+;Ne+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ne --> H0+H++Ne+
H2,11812, ionization;dissociation,HDI, E, CS, H2,1, Ne,0,, H0;H+;Ne2+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ne --> H0+H++Ne2+
H2,11813, ionization;dissociation,HDI, E, CS, H2,1, Ne,0,, H0;H+;Ne3+, eV, cm2,2.00E+304, Sigaud### G.M.$Sant'Anna### M.M.$Luna### H.$Santos### C.F.$McGrath### C.$Shah### M.B.$Cavalcanti### E.G.$Montenegro### E.C., Multiple ionization of noble gases by swift H\2+ ions in breakup and nonbreakup collisions, Phys. Rev. A,69,62718,2004, H2+ + Ne --> H0+H++Ne3+
