specie,Record Number,Process,QDB Process,Theory or Experiment,data type,Projectile Element,Projectile Charge State,Target Molecule,Target Charge State,Initial Excited State B,Products,Original X Unit,Original Y Unit,Reference Number,Author(s),Title of Record,Journal Name,Volume and Issue No,Page Numbers,Date of Publication,Process Title
Ar,11679, charge exchange,, E, CS, Ar,3, CH4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar3+ + CH4 --> (total charge transfer)
Ar,11680, charge exchange,, E, CS, Ar,4, CH4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar4+ + CH4 --> (total charge transfer)
Ar,11681, charge exchange,, E, CS, Ar,5, CH4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar5+ + CH4 --> (total charge transfer)
Ar,11682, charge exchange,, E, CS, Ar,6, CH4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar6+ + CH4 --> (total charge transfer)
Ar,11683, charge exchange,, E, CS, Ar,7, CH4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar7+ + CH4 --> (total charge transfer)
Ar,11684, charge exchange,, E, CS, Ar,8, CH4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar8+ + CH4 --> (total charge transfer)
Ar,11685, charge exchange,, E, CS, Ar,9, CH4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar9+ + CH4 --> (total charge transfer)
Ar,11691, charge exchange,, E, CS, Ar,2, C2H2,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar2+ + C2H2 --> (total charge transfer)
Ar,11692, charge exchange,, E, CS, Ar,3, C2H2,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar3+ + C2H2 --> (total charge transfer)
Ar,11693, charge exchange,, E, CS, Ar,4, C2H2,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar4+ + C2H2 --> (total charge transfer)
Ar,11694, charge exchange,, E, CS, Ar,5, C2H2,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar5+ + C2H2 --> (total charge transfer)
Ar,11695, charge exchange,, E, CS, Ar,6, C2H2,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar6+ + C2H2 --> (total charge transfer)
Ar,11696, charge exchange,, E, CS, Ar,7, C2H2,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar7+ + C2H2 --> (total charge transfer)
Ar,11697, charge exchange,, E, CS, Ar,8, C2H2,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar8+ + C2H2 --> (total charge transfer)
Ar,11698, charge exchange,, E, CS, Ar,9, C2H2,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar9+ + C2H2 --> (total charge transfer)
Ar,11704, charge exchange,, E, CS, Ar,2, C2H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar2+ + C2H4 --> (total charge transfer)
Ar,11705, charge exchange,, E, CS, Ar,3, C2H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar3+ + C2H4 --> (total charge transfer)
Ar,11706, charge exchange,, E, CS, Ar,4, C2H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar4+ + C2H4 --> (total charge transfer)
Ar,11707, charge exchange,, E, CS, Ar,5, C2H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar5+ + C2H4 --> (total charge transfer)
Ar,11708, charge exchange,, E, CS, Ar,6, C2H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar6+ + C2H4 --> (total charge transfer)
Ar,11709, charge exchange,, E, CS, Ar,7, C2H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar7+ + C2H4 --> (total charge transfer)
Ar,11710, charge exchange,, E, CS, Ar,8, C2H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar8+ + C2H4 --> (total charge transfer)
Ar,11711, charge exchange,, E, CS, Ar,9, C2H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar9+ + C2H4 --> (total charge transfer)
Ar,11717, charge exchange,, E, CS, Ar,2, C2H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar2+ + C2H6 --> (total charge transfer)
Ar,11718, charge exchange,, E, CS, Ar,3, C2H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar3+ + C2H6 --> (total charge transfer)
Ar,11719, charge exchange,, E, CS, Ar,4, C2H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar4+ + C2H6 --> (total charge transfer)
Ar,11720, charge exchange,, E, CS, Ar,5, C2H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar5+ + C2H6 --> (total charge transfer)
Ar,11721, charge exchange,, E, CS, Ar,6, C2H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar6+ + C2H6 --> (total charge transfer)
Ar,11722, charge exchange,, E, CS, Ar,7, C2H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar7+ + C2H6 --> (total charge transfer)
Ar,11723, charge exchange,, E, CS, Ar,8, C2H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar8+ + C2H6 --> (total charge transfer)
Ar,11724, charge exchange,, E, CS, Ar,9, C2H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar9+ + C2H6 --> (total charge transfer)
Ar,11730, charge exchange,, E, CS, Ar,2, C3H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar2+ + C3H4 --> (total charge transfer)
Ar,11731, charge exchange,, E, CS, Ar,3, C3H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar3+ + C3H4 --> (total charge transfer)
Ar,11732, charge exchange,, E, CS, Ar,4, C3H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar4+ + C3H4 --> (total charge transfer)
Ar,11733, charge exchange,, E, CS, Ar,5, C3H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar5+ + C3H4 --> (total charge transfer)
Ar,11734, charge exchange,, E, CS, Ar,6, C3H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar6+ + C3H4 --> (total charge transfer)
Ar,11735, charge exchange,, E, CS, Ar,7, C3H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar7+ + C3H4 --> (total charge transfer)
Ar,11736, charge exchange,, E, CS, Ar,8, C3H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar8+ + C3H4 --> (total charge transfer)
Ar,11737, charge exchange,, E, CS, Ar,9, C3H4,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar9+ + C3H4 --> (total charge transfer)
Ar,11756, charge exchange,, E, CS, Ar,2, C3H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar2+ + C3H6 --> (total charge transfer)
Ar,11757, charge exchange,, E, CS, Ar,3, C3H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar3+ + C3H6 --> (total charge transfer)
Ar,11758, charge exchange,, E, CS, Ar,4, C3H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar4+ + C3H6 --> (total charge transfer)
Ar,11759, charge exchange,, E, CS, Ar,5, C3H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar5+ + C3H6 --> (total charge transfer)
Ar,11760, charge exchange,, E, CS, Ar,6, C3H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar6+ + C3H6 --> (total charge transfer)
Ar,11761, charge exchange,, E, CS, Ar,7, C3H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar7+ + C3H6 --> (total charge transfer)
Ar,11762, charge exchange,, E, CS, Ar,8, C3H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar8+ + C3H6 --> (total charge transfer)
Ar,11763, charge exchange,, E, CS, Ar,9, C3H6,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar9+ + C3H6 --> (total charge transfer)
Ar,11769, charge exchange,, E, CS, Ar,2, (CH2)3,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar2+ + (CH2)3 --> (total charge transfer)
Ar,11770, charge exchange,, E, CS, Ar,3, (CH2)3,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar3+ + (CH2)3 --> (total charge transfer)
Ar,11771, charge exchange,, E, CS, Ar,4, (CH2)3,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar4+ + (CH2)3 --> (total charge transfer)
Ar,11772, charge exchange,, E, CS, Ar,5, (CH2)3,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar5+ + (CH2)3 --> (total charge transfer)
Ar,11773, charge exchange,, E, CS, Ar,6, (CH2)3,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar6+ + (CH2)3 --> (total charge transfer)
Ar,11774, charge exchange,, E, CS, Ar,7, (CH2)3,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar7+ + (CH2)3 --> (total charge transfer)
Ar,11775, charge exchange,, E, CS, Ar,8, (CH2)3,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar8+ + (CH2)3 --> (total charge transfer)
Ar,11776, charge exchange,, E, CS, Ar,9, (CH2)3,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar9+ + (CH2)3 --> (total charge transfer)
Ar,11782, charge exchange,, E, CS, Ar,2, C3H8,0,,, eV, cm2,2.00E+304, Kusakabe### T.$Miyamoto### Y.$Ishida### R.$Itoh### K.Kuroyanagi### N.$Nakai### Y.$Shirai### T., Experimental investigation of the processes determining x-ray emission intensities from charge-exchange collisions, Nucl. Instrum. Methods Phys. Res. B,205,600,2003, Ar2+ + C3H8 --> (total charge transfer)
