specie,id_number,categorize,collision_data_categorize,collision_type,collision_process,sub_process,Process,QDB Process,Original X Unit,Original Y Unit,Theory_Experiment_Recommendation,reaction_formula,reference_number,author,title_of_record,journal_name,volume_and_issue_No,page_number,date_of_publication
OH,B201216792,Collision Processes,Rate Coefficient,Heavy Particle Impact,Attachment,Dissociative,Attachment; Dissociative,HDS, K, cm3/s,Theoretical Data,SF5Cl + OH- -> SF5Cl- + OH,2012000654,C.A. Mayhew### A. Critchley### G.K. Jarvis,Electron attachment to and anion reactions with SF5Cl: electron-swarm and selected ion flow tube studies,Int. J. Mass Spectrom.,233,259,2004
OH,B201216793,Collision Processes,Rate Coefficient,Heavy Particle Impact,Attachment,Dissociative,Attachment; Dissociative,HDS, K, cm3/s,Theoretical Data,SF5Cl + OH- -> SClO- + HF + 2F2,2012000654,C.A. Mayhew### A. Critchley### G.K. Jarvis,Electron attachment to and anion reactions with SF5Cl: electron-swarm and selected ion flow tube studies,Int. J. Mass Spectrom.,233,259,2004
OH,B201216794,Collision Processes,Rate Coefficient,Heavy Particle Impact,Attachment,Dissociative,Attachment; Dissociative,HDS, K, cm3/s,Theoretical Data,SF5Cl + OH- -> Cl- + SF5 + OH,2012000654,C.A. Mayhew### A. Critchley### G.K. Jarvis,Electron attachment to and anion reactions with SF5Cl: electron-swarm and selected ion flow tube studies,Int. J. Mass Spectrom.,233,259,2004
OH,B201216795,Collision Processes,Rate Coefficient,Heavy Particle Impact,Attachment,Dissociative,Attachment; Dissociative,HDS, K, cm3/s,Theoretical Data,SF5Cl + OH- -> F2SH-(ClFOH-),2012000654,C.A. Mayhew### A. Critchley### G.K. Jarvis,Electron attachment to and anion reactions with SF5Cl: electron-swarm and selected ion flow tube studies,Int. J. Mass Spectrom.,233,259,2004
OH,B201216796,Collision Processes,Rate Coefficient,Heavy Particle Impact,Attachment,Dissociative,Attachment; Dissociative,HDS, K, cm3/s,Theoretical Data,SF5Cl + OH- -> SF-,2012000654,C.A. Mayhew### A. Critchley### G.K. Jarvis,Electron attachment to and anion reactions with SF5Cl: electron-swarm and selected ion flow tube studies,Int. J. Mass Spectrom.,233,259,2004
OH,B201217037,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CCl4 + OH- -> Cl- + HCl + CCl2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217038,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CCl4 + OH- -> OCl- + CHCl3,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217039,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CCl4 + OH- -> CCl3- + OHCl,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217040,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CCl4 + OH- -> Cl- + HCl + CCl2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217041,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CCl4 + OH- -> OCl- + CHCl3,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217042,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CCl4 + OH- -> CCl3- + OHCl,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217043,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CHCl3 + OH- -> CCl3- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217044,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CHCl3 + OH- -> CCl3- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217045,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CH2Cl2 + OH- -> CHCl2- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217046,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CH2Cl2 + OH- -> CHCl2- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217047,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CH3Cl + OH- -> Cl- + CH2O + H2,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217048,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CH3Cl + OH- -> Cl- + CH2O + H2,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217061,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CHF3 + OH- -> CF3- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217062,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CHF3 + OH- -> CF3- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217063,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CH2F2 + OH- -> CHF2- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217064,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CH2F2 + OH- -> HF2- + CH2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217065,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CH2F2 + OH- -> F- + HF + CH2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217066,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CH2F2 + OH- -> CHF2- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217067,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CH2F2 + OH- -> HF2- + CH2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217068,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CH2F2 + OH- -> F- + HF + CH2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217069,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CH3F + OH- -> F- + CH3OH,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217070,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CH3F + OH- -> F- + CH3OH,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217075,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CCl3F + OH- -> Cl- + HCl + CClFO,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217076,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CCl3F + OH- -> CCl2F- + OHCl,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217077,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CCl3F + OH- -> Cl- + HCl + CClFO,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217078,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CCl3F + OH- -> CCl2F- + OHCl,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217079,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CCl2F2 + OH- -> Cl- + HCl + CF2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217080,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CCl2F2 + OH- -> Cl- + HCl + CF2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217082,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CH2ClF + OH- -> Cl- + CH2O + HF,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217083,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CH2ClF + OH- -> CHClF- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217084,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CH2ClF + OH- -> Cl- + CH2O + HF,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217085,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CH2ClF + OH- -> CHClF- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217092,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CHCl2F + OH- -> Cl- + CClF + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217093,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CHCl2F + OH- -> CCl2F- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217094,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CHCl2F + OH- -> Cl- + CClF + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217095,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CHCl2F + OH- -> CCl2F- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217096,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CHClF2 + OH- -> Cl- + CF2 + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217097,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Experimental Data,CHClF2 + OH- -> CClF2- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217099,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CHClF2 + OH- -> Cl- + CF2 + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
OH,B201217100,Collision Processes,Rate Coefficient,Heavy Particle Impact,Reaction,Particle Interchange,Reaction; Particle Interchange,HIR, K, cm3/s,Theoretical Data,CHClF2 + OH- -> CClF2- + H2O,2012000653,C.A. Mayhew### R. Peverall### C.M. Timperley### P. Watts,A selected ion flow tube study of the reactions of OH- with a number of fully and partially halogenated methanes,Int. J. Mass Spectrom.,233,155,2004
